"EASTING" "NORTHING" "Emberiza_citrinella" "bio1" "bio2" "bio3" "bio4" "bio5" "bio6" "bio7" "bio8" "bio9" "bio10" "bio11" "bio12" "bio13" "bio14" "bio15" "bio16" "bio17" "bio18" "bio19"
205000 895000 0 72.3320846557617 60.9974594116211 36 3947.2744140625 163.004302978516 -5.34268140792847 168.346984863281 39.8367729187012 86.3320846557617 125.998901367188 25.6573181152344 1323.69567871094 153.106430053711 70.6942977905273 26.0079479217529 440.277984619141 222.755126953125 262.435302734375 393.568878173828
205000 95000 0 106.007377624512 56 32 4238.9482421875 198.339477539062 27.0073757171631 171.332107543945 63.0073776245117 119.339477539062 160.339477539062 54.0073776245117 967.254638671875 110.656829833984 56.3284149169922 25.667896270752 330.306274414062 169.317352294922 186.985244750977 299.306274414062
215000 255000 0 96.9741287231445 53 33 3902.44799804688 182.922393798828 22.9741325378418 159.948257446289 80.9741287231445 107.974128723145 147.948257446289 50.9741325378418 881.569091796875 102.077606201172 52.0517349243164 25 299.206939697266 161.129333496094 184.129333496094 242.155212402344
215000 325000 1 97.3218154907227 56 35 3758.796875 182.321807861328 23.321813583374 159 82.3218154907227 107.321815490723 145.321807861328 52.3218116760254 902.375854492188 103.237579345703 55.1187896728516 24 302.712738037109 167.475158691406 191.034561157227 247.712753295898
215000 695000 0 70.0198974609375 65.7775573730469 35 4386.34228515625 170.709625244141 -14.6346244812012 185.34423828125 25.1781272888184 90.3301773071289 129.019897460938 16.3653755187988 1932.26403808594 235.209671020508 99.7000732421875 28 658.469055175781 314.040161132812 364.695922851562 606.024169921875
215000 775000 0 68.8235092163086 64.0438613891602 33.454532623291 4524.00341796875 170.242233276367 -18.1381893157959 188.380416870117 22.3689785003662 90.1727752685547 129.958312988281 13.2724838256836 1909.86950683594 242.066513061523 93.547233581543 30.4018993377686 663.730529785156 301.871368408203 348.438323974609 613.870910644531
215000 845000 0 56.8769607543945 62.4796028137207 34 4356.87353515625 155.881942749023 -26.6076164245605 182.489547729492 13.3973598480225 74.8769607543945 116.402336120605 4.39238357543945 1631.4521484375 198.898406982422 86.1445770263672 27.010498046875 555.545104980469 271.490539550781 311.490539550781 507.013671875
215000 925000 1 78.1296615600586 60.8384590148926 36 3828.0234375 168.991241455078 2.72917437553406 166.262069702148 53.7322769165039 90.6916961669922 130.260696411133 33.729175567627 1159.11486816406 130.633834838867 63.5546417236328 25 381.815338134766 197.787994384766 234.642593383789 338.131042480469
215000 965000 0 84.7211074829102 60 37 3625.48999023438 173.360549926758 12.3605537414551 161 67.3605499267578 94.7211074829102 133.721099853516 43.3605537414551 1067.59167480469 118.27889251709 58.6394462585449 25 350.557800292969 182.918334960938 217.918334960938 308.197235107422
225000 385000 0 97.8907928466797 58 35.9453964233398 3755.21850585938 183.945404052734 22.8907928466797 161.054595947266 82.8907928466797 107.89079284668 145.89079284668 53.8907928466797 874.419677734375 103.05460357666 53.1092071533203 24 293.382232666016 161.273010253906 212.744125366211 237.546035766602
225000 465000 0 87.2478256225586 64 36.8859786987305 3896.3017578125 180.475875854492 9.17978572845459 171.296081542969 68.2478256225586 101.293807983398 138.407821655273 40.1338081359863 915.002319335938 103.116302490234 55.3489265441895 23.8859786987305 299.930450439453 167.358062744141 199.71533203125 245.226531982422
225000 65000 0 99.8783264160156 57.9996032714844 33.9956855773926 4146.8037109375 192.88655090332 22.8744125366211 170.012145996094 58.8744125366211 112.980529785156 153.88264465332 49.8744125366211 1047.66296386719 123.234718322754 60.117359161377 26 359.696319580078 184.246459960938 196.355194091797 335.582885742188
225000 705000 0 66.3395385742188 66.0226364135742 34.3968124389648 4470.70751953125 168.92919921875 -19.6242904663086 188.553482055664 20.3757095336914 85.749885559082 126.326011657715 11.3892440795898 1959.43078613281 242.970352172852 101.444976806641 28.9864673614502 674.615173339844 317.550903320312 363.115539550781 625.830688476562
225000 825000 0 62.1446342468262 64.6421127319336 33.8840408325195 4538.21435546875 163.977157592773 -25.5389747619629 189.516143798828 15.5025253295898 81.902702331543 123.293548583984 6.46102428436279 1574.93786621094 193.185134887695 83.3707122802734 28.1159591674805 539.520385742188 257.775634765625 296.966033935547 493.121032714844
225000 915000 0 72.4689407348633 62 36 3961.71752929688 165.468933105469 -5.44958162307739 170.918518066406 41.0132179260254 85.8968353271484 126.468940734863 26.0410423278809 1179.9658203125 133.324630737305 65.9384231567383 24.5093765258789 386.096435546875 203.611267089844 241.120635986328 344.526123046875
225000 945000 0 80.4820327758789 61 36 3767.68872070312 171.267547607422 5.36533737182617 165.902206420898 60.1825485229492 91.4820327758789 131.267547607422 37.2830848693848 1085.55114746094 120.389549255371 59.9469337463379 24.3311805725098 354.906066894531 186.005294799805 223.358474731445 313.360412597656
235000 115000 1 100.931304931641 57.3193664550781 32.3193664550781 4301.58837890625 195.250671386719 21.9313068389893 173.319366455078 57.9313087463379 115.250671386719 156.250671386719 48.6387329101562 1057.74035644531 122.137283325195 62 25 360.814910888672 187.817916870117 209.677627563477 323.955200195312
235000 185000 0 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
235000 235000 0 92.8761749267578 54.6473121643066 32.3665313720703 4069.69848632812 181.01383972168 15.5953950881958 165.418441772461 74.3719787597656 106.156951904297 145.143112182617 43.5953941345215 1079.01098632812 123.204711914062 64.289176940918 24.7627410888672 363.345916748047 197.321090698242 220.874252319336 309.383972167969
235000 265000 0 95.5820770263672 54.4726409912109 33.4726409912109 3841.9404296875 180.054718017578 20.1094417572021 159.945281982422 79.5820770263672 107.527359008789 144.527359008789 49.1094398498535 991.8857421875 112.36319732666 59.8905601501465 24.5273609161377 334.980163574219 184.199035644531 208.199035644531 274.452789306641
235000 345000 0 92.0343856811523 57 34.0068778991699 3880.53930664062 180.020629882812 16.041259765625 163.979370117188 76.0343856811523 104.027503967285 142.02751159668 45.041259765625 1013.41552734375 115.944984436035 59.9724922180176 24 339.807464599609 187.88996887207 211.903732299805 283.800567626953
235000 505000 0 87 65 36 4113 183 5 178 67 103 141 36 914 103 54 24 301 164 199 243
235000 555000 1 83.3188247680664 67 36 4290.9853515625 181.168746948242 -1.42347550392151 182.592224121094 61.7265930175781 101.576522827148 139.168746948242 30.3188247680664 1132.79724121094 126.341484069824 64.2734069824219 25.5369720458984 374.855682373047 195.909164428711 235.127304077148 314.686950683594
235000 595000 0 67.5462493896484 67.0562744140625 36 4361.07763671875 168.741607666016 -16.4537487030029 185.195358276367 37.9913711547852 86.7051162719727 125.546249389648 13.5462522506714 1464.72692871094 166.427841186523 80.9969329833984 25.2979488372803 481.862426757812 252.381881713867 293.626617431641 424.803100585938
235000 635000 1 82.3595962524414 68 36.4674644470215 4321.1826171875 181.892135620117 -1.64040446281433 183.532531738281 84.8270568847656 102.892127990723 139.821746826172 28.3595962524414 1175.55529785156 132.299102783203 61.934928894043 26 390.369354248047 199.84684753418 255.81852722168 310.221527099609
235000 665000 0 78.9286880493164 67.853271484375 36.853271484375 4275.7109375 178.479248046875 -4.71169424057007 183.190933227539 39.6873321533203 98.9286880493164 135.479248046875 26.1857872009277 1458.00390625 164.317794799805 79.0933837890625 26.102518081665 477.382019042969 242.147705078125 291.109924316406 426.714660644531
235000 755000 0 63.7921142578125 66.6788787841797 33.4996604919434 4689.625 171.362579345703 -25.3871059417725 196.74967956543 15.6128950119019 85.1826705932617 127.862228393555 5.79211378097534 1856.09716796875 234.856918334961 95.9633636474609 30 647.427185058594 296.782653808594 337.211517333984 604.676513671875
235000 785000 0 58.1921539306641 66 33 4730.87890625 166.118637084961 -31.7545051574707 197.873138427734 9.83403968811035 78.6237869262695 122.780700683594 -0.754505395889282 1744.04077148438 218.059707641602 91.818977355957 29.3782939910889 604.032104492188 283.422943115234 321.907897949219 560.945556640625
235000 865000 0 67.7419052124023 64.2341384887695 34 4383.841796875 167.976043701172 -17.3289604187012 185.30500793457 23.9051818847656 85.2712173461914 127.506561279297 14.6710395812988 1228.44348144531 141.033966064453 67.1762008666992 24.6937942504883 405.324340820312 210.138626098633 250.209487915039 363.630523681641
245000 335000 0 97.0546035766602 57.1509780883789 34 3892.18701171875 184.23518371582 20.7230529785156 163.512130737305 80.7230529785156 109.89070892334 147.205581665039 49.7230529785156 956.880249023438 110.818672180176 57.0667762756348 24 320.964385986328 178.246597290039 204.721542358398 261.489440917969
245000 495000 0 81.7574005126953 65.4235382080078 36.05078125 4147.9287109375 178.826522827148 0.384649217128754 178.441879272461 61.2500610351562 98.1809387207031 135.808181762695 30.8773040771484 980.705017089844 110.839614868164 57.8190574645996 24.4235363006592 324.893798828125 175.899047851562 208.355041503906 266.881317138672
245000 535000 1 83.6278076171875 67 36 4263.650390625 182.255615234375 -0.372189819812775 182.627807617188 62.6278114318848 101.627807617188 139.255615234375 31.2556209564209 1064.42126464844 119.74437713623 60.7443809509277 25.6278095245361 354.349700927734 184.860946655273 220.233139038086 295.349700927734
245000 605000 0 70.5328369140625 68 36 4381.2666015625 172.132614135742 -13.8673887252808 186 47.1326103210449 90.3601989746094 128.360198974609 16.5328350067139 1384.37084960938 156.894622802734 77.4122161865234 26 458.036285400391 236.346542358398 278.006591796875 398.471221923828
245000 845000 1 70.7091903686523 66 33.5907211303711 4604.81640625 175.461502075195 -18.1664218902588 193.6279296875 25.1127071380615 89.1847152709961 133.118469238281 13.8335771560669 1126.51586914062 126.934310913086 60.2304840087891 24.4081878662109 367.914398193359 193.868057250977 234.401733398438 328.9736328125
245000 935000 0 68.0669174194336 62.1851921081543 36 3929.61206054688 161.444580078125 -9.88207149505615 171.326644897461 30.9490451812744 79.4883193969727 121.44457244873 21.9254703521729 1101.37463378906 120.462524414062 62.8281059265137 22.2362022399902 353.330535888672 195.625778198242 234.382308959961 315.909149169922
255000 1015000 0 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
255000 125000 0 105.525749206543 59 33 4325.33056640625 202.635833740234 25.8429260253906 176.792922973633 62.2339973449707 121.208564758301 162.208572387695 53.2339973449707 1058.74365234375 122.922233581543 62.4380493164062 25 360.990753173828 188.459594726562 210.922225952148 324.528137207031
255000 215000 0 97.9389572143555 57.2408561706543 32 4391.3330078125 193.348175048828 16.6980972290039 176.650085449219 58.7791442871094 116.451301574707 155.558624267578 44.1493988037109 1186.62512207031 138.531097412109 70.0914611816406 25 399.599243164062 214.274383544922 239.387420654297 351.178344726562
255000 245000 0 88.9991989135742 57.0888862609863 32.5550918579102 4182.72705078125 180.598495483398 9.4674825668335 171.131011962891 57.2578468322754 118.387405395508 143.064697265625 37.4674835205078 1271.17333984375 152.021942138672 74.1330871582031 25 427.774200439453 231.978546142578 256.512329101562 376.752899169922
255000 285000 0 95.9298858642578 57.7859764099121 35 3805.19189453125 180.143905639648 18.1439094543457 162 78.9298858642578 110.143913269043 144.357925415039 48.9298896789551 1044.40222167969 118.782287597656 63.0701103210449 23.2140216827393 348.490783691406 195.852401733398 226.210342407227 285.132843017578
255000 375000 0 93.8818206787109 59.7163200378418 34.3144607543945 4060.54638671875 186 15.2686882019043 170.731307983398 74.7944183349609 107.881820678711 146.59814453125 44.7944183349609 993.040649414062 114.659172058105 58.5924530029297 24 332.663055419922 183.12776184082 210.12776184082 276.188781738281
255000 55000 1 102.78311920166 60 34.9759902954102 3963.169921875 195.903671264648 27.7223892211914 168.181274414062 64.7223892211914 138.903366088867 153.903366088867 55.7223892211914 997.088317871094 118.276802062988 56.1434440612793 26.000301361084 338.756652832031 175.383224487305 184.393920898438 323.734069824219
255000 575000 0 72.3720092773438 68.0195388793945 36.0195388793945 4339.8125 173.372009277344 -11.401177406311 184.773178100586 48.5477752685547 91.3122329711914 129.352462768555 19.3122310638428 1376.86633300781 161.779373168945 77.6475372314453 27.0195388793945 463.197845458984 233.854873657227 263.914642333984 410.424682617188
255000 645000 0 73.1617736816406 69 37 4302.9951171875 175.018447875977 -10.8382244110107 185.856674194336 50.0901107788086 92.1617736816406 130.161773681641 20.1617755889893 1335.69677734375 149.324645996094 73.1981582641602 25 435.290557861328 228.495391845703 272.395904541016 383.4248046875
255000 685000 0 75.7129287719727 69.0385589599609 36.0695838928223 4359.873046875 179.228530883789 -9.73303127288818 188.961563110352 30.1973857879639 94.7129287719727 134.158889770508 22.6508159637451 1445.3466796875 167.394714355469 78.547721862793 26.9304180145264 481.089782714844 241.080505371094 280.595977783203 440.027709960938
255000 735000 0 62.7637977600098 68.6835174560547 33.6835136413574 4701.98486328125 173.396774291992 -26.461067199707 199.857833862305 14.6926307678223 82.6926345825195 126.795791625977 4.69263076782227 1681.01892089844 207.515090942383 92.2841262817383 28.5298156738281 578.710876464844 277.792755126953 312.934906005859 542.405944824219
255000 775000 0 52.8693809509277 67.9545745849609 32.3750190734863 4891.57470703125 167.420547485352 -38.7101707458496 206.130722045898 3.28982925415039 72.4830093383789 121.420547485352 -6.72720718383789 1600.65747070312 195.266830444336 88.943115234375 27.0454292297363 546.436889648438 269.562225341797 304.175842285156 510.334686279297
